gene	n_hits
NMBR	18
NMD3	2
NME1	99
NME2	54
NME3	4
NME4	6
NME5	8
NME6	2
NME7	3
NME8	2
NME9	0
NMI	97
NMNAT1	4
NMNAT2	7
NMNAT3	0
NMRAL1	1
NMRK1	1
NMRK2	0
NMS	140
NMT1	18
NMT2	8
NMU	230
NMUR1	5
NMUR2	4
NNAT	25
NNMT	108
NNT	250
NOA1	0
NOB1	49
NOBOX	0
NOC2L	5
NOC3L	5
NOC4L	0
NOCT	2
NOD1	79
NOD2	144
NODAL	600
NOG	119
NOL3	11
NOL4	8
NOL4L	2
NOL6	1
NOL7	5
NOL8	4
NOL9	0
NOL10	2
NOL11	1
NOL12	2
NOLC1	12
NOM1	6
NOMO1	2
NOMO2	2
NOMO3	1
NONO	57
NOP2	16
NOP9	1
NOP10	15
NOP14	13
NOP16	2
NOP53	3
NOP56	8
NOP58	6
NOPCHAP1	0
NOS1	41
NOS1AP	5
NOS2	226
NOS3	101
NOSIP	0
NOSTRIN	4
NOTCH1	600
NOTCH2	346
NOTCH2NLA	0
NOTCH2NLB	0
NOTCH2NLC	0
NOTCH3	350
NOTCH4	138
NOTO	0
NOTUM	14
NOVA1	33
NOVA2	10
NOX1	137
NOX3	20
NOX4	244
NOX5	46
NOXA1	12
NOXO1	15
NOXRED1	0
NPAP1	1
NPAP1L	0
NPAS1	1
NPAS2	55
NPAS3	5
NPAS4	2
NPAT	20
NPB	35
NPBWR1	4
NPBWR2	0
NPC1	29
NPC1L1	16
NPC2	13
NPDC1	0
NPEPL1	4
NPEPPS	2
NPFF	0
NPFFR1	1
NPFFR2	3
NPHP1	2
NPHP3	3
NPHP4	7
NPHS1	1
NPHS2	2
NPIPA1	0
NPIPA2	2
NPIPA3	0
NPIPA5	1
NPIPA7	0
NPIPA8	0
NPIPB2	0
NPIPB3	0
NPIPB4	1
NPIPB5	0
NPIPB6	0
NPIPB8	0
NPIPB9	0
NPIPB11	0
NPIPB12	0
NPIPB13	0
NPIPB15	0
NPL	62
NPLOC4	3
NPM1	266
NPM2	6
NPM3	4
NPNT	8
NPPA	9
NPPB	36
NPPC	4
NPR1	10
NPR2	5
NPR3	13
NPRL2	33
NPRL3	6
NPS	600
NPSR1	9
NPTN	8
NPTX1	14
NPTX2	25
NPTXR	2
NPVF	0
NPW	4
NPY	211
NPY1R	15
NPY2R	3
NPY4R	1
NPY4R2	0
NPY5R	5
NQO1	600
NQO2	58
NR1D1	27
NR1D2	14
NR1H2	21
NR1H3	21
NR1H4	23
NR1I2	43
NR1I3	24
NR2C1	6
NR2C2	13
NR2C2AP	0
NR2E1	12
NR2E3	9
NR2F1	34
NR2F2	54
NR2F6	19
NR3C1	75
NR3C2	29
NR4A1	113
NR4A2	58
NR4A3	43
NR5A1	21
NR5A2	71
NR6A1	13
NRAP	2
NRARP	7
NRAS	600
NR0B1	20
NR0B2	15
NRBF2	2
NRBP1	7
NRBP2	4
NRCAM	17
NRDC	8
NRDE2	0
NREP	3
NRF1	103
NRG1	219
NRG2	19
NRG3	21
NRG4	12
NRGN	0
NRIP1	34
NRIP2	1
NRIP3	3
NRK	82
NRL	39
NRM	50
NRN1	7
NRN1L	1
NRP1	248
NRP2	119
NRROS	1
NRSN1	0
NRSN2	7
NRTN	5
NRXN1	12
NRXN2	1
NRXN3	10
NSA2	0
NSD1	80
NSD2	53
NSD3	41
NSDHL	11
NSF	55
NSFL1C	1
NSG1	5
NSG2	0
NSL1	2
NSMAF	1
NSMCE1	0
NSMCE2	8
NSMCE3	2
NSMCE4A	1
NSMF	1
NSRP1	0
NSUN2	23
NSUN3	3
NSUN4	3
NSUN5	8
NSUN6	6
NSUN7	2
NT5C	3
NT5C1A	4
NT5C1B	1
NT5C2	13
NT5C3A	0
NT5C3B	1
NT5DC1	0
NT5DC2	3
NT5DC3	0
NT5DC4	0
NT5E	74
NT5M	0
NTAN1	1
NTAQ1	0
NTF3	7
NTF4	4
NTHL1	42
NTM	85
NTMT1	2
NTN1	23
NTN3	0
NTN4	21
NTN5	2
NTNG1	4
NTNG2	2
NTPCR	0
NTRK1	235
NTRK2	91
NTRK3	157
NTS	226
NTSR1	56
NTSR2	6
NUAK1	36
NUAK2	11
NUB1	5
NUBP1	1
NUBP2	3
NUBPL	2
NUCB1	3
NUCB2	29
NUCKS1	9
NUDC	9
NUDCD1	8
NUDCD2	1
NUDCD3	0
NUDT1	38
NUDT2	3
NUDT3	2
NUDT4	0
NUDT4B	0
NUDT5	14
NUDT6	7
NUDT7	4
NUDT8	0
NUDT9	1
NUDT10	4
NUDT11	7
NUDT12	3
NUDT13	1
NUDT14	1
NUDT15	11
NUDT16	2
NUDT16L1	0
NUDT17	2
NUDT18	1
NUDT19	0
NUDT21	16
NUDT22	0
NUF2	41
NUFIP1	4
NUFIP2	1
NUGGC	0
NUMA1	20
NUMB	269
NUMBL	9
NUP35	1
NUP37	3
NUP42	0
NUP43	4
NUP50	4
NUP54	1
NUP58	1
NUP62	7
NUP62CL	1
NUP85	2
NUP88	22
NUP93	6
NUP98	31
NUP107	15
NUP133	4
NUP153	11
NUP155	5
NUP160	3
NUP188	7
NUP205	4
NUP210	8
NUP210L	0
NUP214	23
NUPR1	71
NUPR2	1
NUS1	1
NUSAP1	65
NUTF2	3
NUTM1	12
NUTM2A	3
NUTM2B	3
NUTM2D	0
NUTM2E	0
NUTM2F	0
NUTM2G	0
NVL	6
NWD1	4
NWD2	2
NXF1	11
NXF2	9
NXF2B	0
NXF3	4
NXF5	0
NXN	7
NXNL1	0
NXNL2	0
NXPE1	2
NXPE2	1
NXPE3	0
NXPE4	2
NXPH1	3
NXPH2	2
NXPH3	1
NXPH4	0
NXT1	2
NXT2	1
NYAP1	1
NYAP2	0
NYNRIN	1
NYX	0
OAF	4
OARD1	0
OAS1	42
OAS2	17
OAS3	11
OASL	16
OAT	557
OAZ1	22
OAZ2	4
OAZ3	2
OBI1	0
OBP2A	0
OBP2B	2
OBSCN	22
OBSL1	3
OC90	2
OCA2	37
OCEL1	2
OCIAD1	9
OCIAD2	9
OCLN	36
OCM	163
OCM2	0
OCRL	8
OCSTAMP	1
ODAD1	0
ODAD2	0
ODAD3	0
ODAD4	0
ODAM	11
ODAPH	0
ODC1	41
ODF1	3
ODF2	7
ODF2L	0
ODF3	4
ODF3B	1
ODF3L1	0
ODF3L2	0
ODF4	9
ODR4	1
OFD1	6
OGA	92
OGDH	23
OGDHL	19
OGFOD1	3
OGFOD2	0
OGFOD3	2
OGFR	52
OGFRL1	2
OGG1	469
OGN	19
OGT	225
OIP5	81
OIT3	2
OLA1	17
OLAH	3
OLFM1	4
OLFM2	3
OLFM3	3
OLFM4	87
OLFML1	0
OLFML2A	3
OLFML2B	8
OLFML3	5
OLIG1	6
OLIG2	67
OLIG3	1
OLR1	30
OMA1	10
OMD	30
OMG	12
OMP	66
ONECUT1	13
ONECUT2	33
ONECUT3	0
OOEP	0
OOSP2	0
OOSP3	0
OOSP4A	0
OOSP4B	0
OPA1	64
OPA3	2
OPALIN	1
OPCML	52
OPHN1	5
OPLAH	6
OPN1LW	0
OPN1MW	0
OPN1MW2	0
OPN1MW3	0
OPN1SW	0
OPN3	6
OPN4	6
OPN5	1
OPRD1	10
OPRK1	9
OPRL1	0
OPRM1	63
OPRPN	0
OPTC	5
OPTN	38
OR1A1	0
OR1A2	1
OR1B1	1
OR1C1	0
OR1D2	1
OR1D4	1
OR1D5	0
OR1E1	1
OR1E2	1
OR1E3	0
OR1F1	1
OR1G1	0
OR1I1	0
OR1J1	0
OR1J2	0
OR1J4	0
OR1K1	0
OR1L1	0
OR1L3	0
OR1L4	0
OR1L6	0
OR1L8	0
OR1M1	0
OR1N1	0
OR1N2	0
OR1P1	0
OR1Q1	0
OR1S1	0
OR1S2	0
OR2A1	2
OR2A2	0
OR2A4	0
OR2A5	1
OR2A7	0
OR2A12	0
OR2A14	1
OR2A25	0
OR2A42	0
OR2AE1	0
OR2AG1	1
OR2AG2	0
OR2AJ1	0
OR2AK2	0
OR2AP1	0
OR2AT4	2
OR2B2	0
OR2B3	0
OR2B6	2
OR2B11	1
OR2C1	0
OR2C3	1
OR2D2	0
OR2D3	0
OR2F1	0
OR2F2	0
OR2G2	0
OR2G3	0
OR2G6	0
OR2H1	0
OR2H2	1
OR2J1	0
OR2J2	0
OR2J3	1
OR2K2	0
OR2L2	0
OR2L3	0
OR2L5	0
OR2L8	0
OR2L13	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2M5	0
OR2M7	0
OR2S2	0
OR2T1	0
OR2T2	0
OR2T3	0
OR2T4	0
OR2T5	0
OR2T6	1
OR2T7	0
OR2T8	0
OR2T10	0
OR2T11	0
OR2T12	0
OR2T27	0
OR2T29	0
OR2T33	0
OR2T34	0
OR2T35	0
OR2V1	0
OR2V2	0
OR2W1	0
OR2W3	1
OR2Y1	0
OR2Z1	0
OR3A1	0
OR3A2	0
OR3A3	0
OR4A5	0
OR4A8	0
OR4A15	0
OR4A16	0
OR4A47	0
OR4B1	0
OR4C3	0
OR4C5	0
OR4C6	2
OR4C11	1
OR4C12	1
OR4C13	0
OR4C15	0
OR4C16	1
OR4C45	1
OR4C46	0
OR4D1	0
OR4D2	0
OR4D5	0
OR4D6	2
OR4D9	0
OR4D10	0
OR4D11	0
OR4E1	0
OR4E2	0
OR4F3	1
OR4F4	0
OR4F5	0
OR4F6	0
OR4F15	1
OR4F16	0
OR4F17	0
OR4F21	0
OR4F29	0
OR4K1	0
OR4K2	0
OR4K3	0
OR4K5	0
OR4K13	0
OR4K14	0
OR4K15	1
OR4K17	0
OR4L1	0
OR4M1	0
OR4M2	0
OR4M2B	0
OR4N2	2
OR4N4	0
OR4N4C	0
OR4N5	0
OR4P4	1
OR4Q2	0
OR4Q3	0
OR4S1	0
OR4S2	0
OR4X1	0
OR4X2	0
OR5A1	0
OR5A2	0
OR5AC1	0
OR5AC2	0
OR5AK2	0
OR5AL1	0
OR5AN1	0
OR5AP2	0
OR5AR1	0
OR5AS1	0
OR5AU1	0
OR5B2	0
OR5B3	0
OR5B12	0
OR5B17	0
OR5B21	0
OR5C1	0
OR5D13	0
OR5D14	0
OR5D16	0
OR5D18	0
OR5F1	0
OR5G3	0
OR5H1	0
OR5H2	0
OR5H6	0
OR5H8	0
OR5H14	1
OR5H15	0
OR5I1	2
OR5J2	0
OR5K1	0
OR5K2	0
OR5K3	0
OR5K4	0
OR5L1	0
OR5L2	0
OR5M1	0
OR5M3	0
OR5M8	0
OR5M9	1
OR5M10	0
OR5M11	0
OR5P2	0
OR5P3	1
OR5T1	0
OR5T2	0
OR5T3	0
OR5V1	0
OR5W2	0
OR6A2	1
OR6B1	0
OR6B2	0
OR6B3	0
OR6C1	1
OR6C2	0
OR6C3	0
OR6C4	0
OR6C6	0
OR6C65	0
OR6C68	0
OR6C70	0
OR6C74	0
OR6C75	0
OR6C76	0
OR6F1	0
OR6J1	1
OR6K2	0
OR6K3	0
OR6K6	0
OR6M1	0
OR6N1	0
OR6N2	0
OR6P1	0
OR6Q1	0
OR6S1	1
OR6T1	0
OR6V1	0
OR6X1	0
OR6Y1	0
OR7A5	0
OR7A10	1
OR7A17	1
OR7C1	1
OR7C2	0
OR7D2	0
OR7D4	0
OR7E24	1
OR7G1	0
OR7G2	0
OR7G3	1
OR8A1	0
OR8B2	0
OR8B3	0
OR8B4	0
OR8B8	0
OR8B12	0
OR8D1	0
OR8D2	1
OR8D4	1
OR8G1	0
OR8G5	0
OR8H1	0
OR8H2	0
OR8H3	0
OR8I2	0
OR8J1	0
OR8J2	0
OR8J3	0
OR8K1	0
OR8K3	1
OR8K5	0
OR8S1	0
OR8U1	0
OR8U3	0
OR9A2	0
OR9A4	0
OR9G1	1
OR9G4	0
OR9I1	0
OR9K2	0
OR9Q1	1
OR9Q2	1
OR10A2	0
OR10A3	1
OR10A4	0
OR10A5	0
OR10A6	0
OR10A7	0
OR10AC1	0
OR10AD1	0
OR10AG1	0
OR10C1	0
OR10D3	0
OR10G2	0
OR10G3	0
OR10G4	0
OR10G6	0
OR10G7	0
OR10G8	0
OR10G9	0
OR10H1	2
OR10H2	0
OR10H3	1
OR10H4	0
OR10H5	1
OR10J1	0
OR10J3	1
OR10J4	0
OR10J5	0
OR10K1	0
OR10K2	0
OR10P1	0
OR10Q1	0
OR10R2	0
OR10S1	0
OR10T2	0
OR10V1	0
OR10W1	1
OR10X1	0
OR10Z1	0
OR11A1	0
OR11G2	0
OR11H1	0
OR11H2	0
OR11H4	0
OR11H6	0
OR11H7	0
OR11H12	0
OR11L1	0
OR12D1	0
OR12D2	0
OR12D3	0
OR13A1	0
OR13C2	0
OR13C3	0
OR13C4	1
OR13C5	0
OR13C7	0
OR13C8	1
OR13C9	0
OR13D1	0
OR13F1	0
OR13G1	0
OR13H1	0
OR13J1	0
OR14A2	0
OR14A16	0
OR14C36	0
OR14I1	0
OR14J1	0
OR14K1	0
OR51A2	0
OR51A4	1
OR51A7	0
OR51B2	0
OR51B4	2
OR51B5	0
OR51B6	0
OR51D1	0
OR51E1	3
OR51E2	18
OR51F1	0
OR51F2	1
OR51G1	0
OR51G2	0
OR51H1	0
OR51I1	0
OR51I2	0
OR51J1	1
OR51L1	0
OR51M1	0
OR51Q1	1
OR51S1	0
OR51T1	0
OR51V1	0
OR52A1	1
OR52A5	0
OR52B2	0
OR52B4	0
OR52B6	0
OR52D1	0
OR52E1	0
OR52E2	0
OR52E4	0
OR52E5	0
OR52E6	0
OR52E8	0
OR52H1	0
OR52I1	0
OR52I2	0
OR52J3	0
OR52K1	0
OR52K2	0
OR52L1	0
OR52M1	1
OR52N1	0
OR52N2	1
OR52N4	0
OR52N5	0
OR52R1	0
OR52W1	0
OR52Z1	0
OR56A1	0
OR56A3	0
OR56A4	0
OR56A5	0
OR56B1	0
OR56B4	0
ORAI1	183
ORAI2	19
ORAI3	46
ORC1	24
ORC2	10
ORC3	2
ORC4	7
ORC5	4
ORC6	12
ORM1	21
ORM2	15
ORMDL1	2
ORMDL2	3
ORMDL3	10
OS9	3
OSBP	27
OSBP2	1
OSBPL1A	3
OSBPL2	2
OSBPL3	6
OSBPL5	4
OSBPL6	0
OSBPL7	0
OSBPL8	1
OSBPL9	4
OSBPL10	7
OSBPL11	1
OSCAR	64
OSCP1	1
OSER1	4
OSGEP	1
OSGEPL1	0
OSGIN1	5
OSGIN2	0
OSM	192
OSMR	39
OSR1	24
OSR2	8
OST4	0
OSTC	0
OSTF1	2
OSTM1	0
OSTN	3
OTC	171
OTOA	3
OTOF	2
OTOG	0
OTOGL	1
OTOL1	0
OTOP1	0
OTOP2	3
OTOP3	1
OTOR	1
OTOS	4
OTP	12
OTUB1	38
OTUB2	6
OTUD1	8
OTUD3	9
OTUD4	6
OTUD5	7
OTUD6A	4
OTUD6B	11
OTUD7A	2
OTUD7B	14
OTULIN	8
OTULINL	0
OTX1	27
OTX2	26
OVCA2	7
OVCH1	0
OVCH2	0
OVGP1	9
OVOL1	14
OVOL2	16
OVOL3	0
OXA1L	0
OXCT1	15
OXCT2	0
OXER1	8
OXGR1	2
OXLD1	0
OXNAD1	2
OXR1	5
OXSM	0
OXSR1	2
OXT	21
OXTR	20
P2RX1	4
P2RX2	1
P2RX3	2
P2RX4	4
P2RX5	3
P2RX6	2
P2RX7	40
P2RY1	5
P2RY2	6
P2RY4	2
P2RY6	4
P2RY8	10
P2RY10	2
P2RY11	1
P2RY12	12
P2RY13	6
P2RY14	9
P3H1	4
P3H2	3
P3H3	2
P3H4	4
P3R3URF	0
P4HA1	32
P4HA2	23
P4HA3	10
P4HB	34
P4HTM	1
PA2G4	19
PAAF1	1
PABIR1	1
PABIR2	0
PABIR3	0
PABPC1	32
PABPC1L	8
PABPC1L2A	0
PABPC1L2B	0
PABPC3	2
PABPC4	6
PABPC4L	0
PABPC5	1
PABPN1	9
PABPN1L	0
PACC1	2
PACRG	2
PACRGL	0
PACS1	4
PACS2	3
PACSIN1	1
PACSIN2	1
PACSIN3	1
PADI1	4
PADI2	23
PADI3	5
PADI4	21
PADI6	0
PAEP	12
PAF1	29
PAFAH1B1	7
PAFAH1B2	5
PAFAH1B3	11
PAFAH2	2
PAG1	13
PAGE1	0
PAGE2	1
PAGE2B	0
PAGE3	1
PAGE4	28
PAGE5	4
PAGR1	1
PAH	600
PAICS	25
PAIP1	5
PAIP2	4
PAIP2B	1
PAK1	487
PAK1IP1	3
PAK2	85
PAK3	25
PAK4	175
PAK5	32
PAK6	47
PALB2	600
PALD1	1
PALLD	17
PALM	255
PALM2AKAP2	0
PALM3	1
PALMD	2
PALS1	9
PALS2	1
PAM	479
PAM16	0
PAMR1	2
PAN2	5
PAN3	2
PANK1	5
PANK2	3
PANK3	1
PANK4	1
PANO1	0
PANX1	24
PANX2	8
PANX3	4
PAOX	3
PAPLN	2
PAPOLA	1
PAPOLB	1
PAPOLG	3
PAPPA	19
PAPPA2	3
PAPSS1	6
PAPSS2	9
PAQR3	26
PAQR4	10
PAQR5	2
PAQR6	3
PAQR7	4
PAQR8	3
PAQR9	1
PARD3	28
PARD3B	2
PARD6A	1
PARD6B	10
PARD6G	4
PARG	88
PARK7	48
PARL	10
PARM1	3
PARN	23
PARP1	600
PARP2	81
PARP3	24
PARP4	20
PARP6	9
PARP8	0
PARP9	11
PARP10	12
PARP11	0
PARP12	4
PARP14	19
PARP15	9
PARP16	6
PARPBP	7
PARS2	0
PARVA	42
PARVB	10
PARVG	5
PASD1	17
PASK	4
PATE1	0
PATE2	0
PATE3	0
PATE4	0
PATJ	8
PATL1	0
PATL2	0
PATZ1	24
PAWR	22
PAX1	52
PAX2	129
PAX3	161
PAX4	8
PAX5	152
PAX6	115
PAX7	76
PAX8	380
PAX9	29
PAXBP1	0
PAXIP1	6
PAXX	4
PBDC1	1
PBK	99
PBLD	4
PBOV1	7
PBRM1	190
PBX1	89
PBX2	11
PBX3	48
PBX4	1
PBXIP1	6
PC	600
PCARE	0
PCBD1	1
PCBD2	3
PCBP1	52
PCBP2	28
PCBP3	2
PCBP4	5
PCCA	42
PCCB	2
PCDH1	3
PCDH7	22
PCDH8	19
PCDH9	16
PCDH10	56
PCDH11X	1
PCDH11Y	1
PCDH12	1
PCDH15	6
PCDH17	33
PCDH18	5
PCDH19	3
PCDH20	4
PCDHA@	0
PCDHB@	0
PCDHG@	0
PCED1A	0
PCED1B	6
PCF11	7
PCGF1	5
PCGF2	6
PCGF3	3
PCGF5	1
PCGF6	6
PCID2	1
PCIF1	4
PCK1	29
PCK2	37
PCLAF	5
PCLO	14
PCM1	20
PCMT1	3
PCMTD1	3
PCMTD2	1
PCNA	600
PCNP	11
PCNT	10
PCNX1	1
PCNX2	0
PCNX3	0
PCNX4	0
PCOLCE	9
PCOLCE2	7
PCP2	1
PCP4	8
PCP4L1	1
PCSK1	11
PCSK1N	0
PCSK2	10
PCSK4	2
PCSK5	6
PCSK6	6
PCSK7	5
PCSK9	69
PCTP	5
PCYOX1	0
PCYOX1L	1
PCYT1A	4
PCYT1B	0
PCYT2	10
PDAP1	2
PDC	450
PDCD1	147
PDCD1LG2	48
PDCD2	13
PDCD2L	1
PDCD4	419
PDCD5	39
PDCD6	29
PDCD6IP	14
PDCD7	2
PDCD10	24
PDCD11	1
PDCL	36
PDCL2	27
PDCL3	0
PDE1A	5
PDE1B	3
PDE1C	4
PDE2A	8
PDE3A	22
PDE3B	17
PDE4A	9
PDE4B	30
PDE4C	4
PDE4D	38
PDE4DIP	18
PDE5A	17
PDE6A	3
PDE6B	3
PDE6C	3
PDE6D	6
PDE6G	1
PDE6H	1
PDE7A	6
PDE7B	11
PDE8A	7
PDE8B	9
PDE9A	2
PDE10A	13
PDE11A	16
PDE12	0
PDF	319
PDGFA	75
PDGFB	103
PDGFC	26
PDGFD	24
PDGFRA	422
PDGFRB	138
PDGFRL	7
PDHA1	32
PDHA2	1
PDHB	15
PDHX	10
PDIA2	5
PDIA3	67
PDIA4	13
PDIA5	4
PDIA6	21
PDIK1L	2
PDILT	0
PDK1	600
PDK2	43
PDK3	24
PDK4	103
PDLIM1	8
PDLIM2	29
PDLIM3	4
PDLIM4	21
PDLIM5	19
PDLIM7	5
PDP1	7
PDP2	5
PDPK1	47
PDPN	129
PDPR	1
PDRG1	13
PDS5A	7
PDS5B	16
PDSS1	5
PDSS2	8
PDX1	200
PDXDC1	3
PDXK	15
PDXP	5
PDYN	3
PDZD2	6
PDZD3	0
PDZD4	2
PDZD7	3
PDZD8	0
PDZD9	0
PDZD11	0
PDZK1	38
PDZK1IP1	12
PDZRN3	2
PDZRN4	4
PEA15	23
PEAK1	36
PEAK3	4
PEAR1	2
PEBP1	24
PEBP4	17
PECAM1	45
PECR	2
PEDS1	0
PEF1	1
PEG3	70
PEG10	67
PELI1	5
PELI2	1
PELI3	5
PELO	9
PELP1	80
PEMT	22
PENK	30
PEPD	10
PER1	147
PER2	193
PER3	83
PERCC1	0
PERM1	0
PERP	36
PES1	19
PET100	2
PET117	0
PEX1	3
PEX2	2
PEX3	5
PEX5	7
PEX5L	0
PEX6	4
PEX7	1
PEX10	0
PEX11A	2
PEX11B	1
PEX11G	0
PEX12	1
PEX13	1
PEX14	11
PEX16	0
PEX19	2
PEX26	0
PF4	77
PF4V1	4
PFAS	39
PFDN1	7
PFDN2	5
PFDN4	9
PFDN5	8
PFDN6	2
PFKFB1	17
PFKFB2	21
PFKFB3	151
PFKFB4	44
PFKL	14
PFKM	23
PFKP	52
PFN1	48
PFN2	21
PFN3	2
PFN4	1
PGA3	5
PGA4	2
PGA5	4
PGAM1	61
PGAM2	4
PGAM4	0
PGAM5	13
PGAP1	2
PGAP2	1
PGAP3	10
PGAP4	0
PGAP6	0
PGBD1	0
PGBD2	0
PGBD3	1
PGBD4	0
PGBD5	2
PGC	528
PGD	175
PGF	116
PGGHG	1
PGGT1B	3
PGK1	151
PGK2	6
PGLS	47
PGLYRP1	6
PGLYRP2	1
PGLYRP3	0
PGLYRP4	2
PGM1	17
PGM2	3
PGM2L1	0
PGM3	7
PGM5	15
PGP	600
PGPEP1	2
PGPEP1L	1
PGR	600
PGRMC1	104
PGRMC2	16
PGS1	2
PHACTR1	6
PHACTR2	9
PHACTR3	12
PHACTR4	6
PHAF1	0
PHAX	1
PHB	157
PHB2	55
PHC1	5
PHC2	3
PHC3	6
PHETA1	0
PHETA2	0
PHEX	9
PHF1	8
PHF2	12
PHF3	4
PHF5A	13
PHF6	23
PHF7	1
PHF8	28
PHF10	10
PHF11	2
PHF12	6
PHF13	1
PHF14	8
PHF19	13
PHF20	14
PHF20L1	10
PHF21A	0
PHF21B	2
PHF23	2
PHF24	0
PHGDH	128
PHGR1	4
PHIP	380
PHKA1	1
PHKA2	2
PHKB	4
PHKG1	3
PHKG2	6
PHLDA1	33
PHLDA2	11
PHLDA3	12
PHLDB1	12
PHLDB2	8
PHLDB3	1
PHLPP1	65
PHLPP2	81
PHOSPHO1	0
PHOSPHO2	1
PHOX2A	7
PHOX2B	30
PHPT1	4
PHRF1	6
PHTF1	2
PHTF2	1
PHYH	3
PHYHD1	2
PHYHIP	2
PHYHIPL	1
PHYKPL	0
PI3	600
PI4K2A	4
PI4K2B	0
PI4KA	5
PI4KB	8
PI15	8
PI16	6
PIANP	0
PIAS1	65
PIAS2	11
PIAS3	72
PIAS4	18
PIBF1	8
PICALM	7
PICK1	17
PID1	4
PIDD1	3
PIEZO1	23
PIEZO2	8
PIF1	25
PIFO	1
PIGA	8
PIGB	2
PIGBOS1	1
PIGC	4
PIGF	66
PIGG	2
PIGH	2
PIGK	1
PIGL	0
PIGM	3
PIGN	2
PIGO	0
PIGP	0
PIGQ	0
PIGR	49
PIGS	600
PIGT	3
PIGU	6
PIGV	0
PIGW	0
PIGX	1
PIGY	0
PIGZ	0
PIH1D1	6
PIH1D2	1
PIK3AP1	12
PIK3C2A	12
PIK3C2B	18
PIK3C2G	11
PIK3C3	44
PIK3CA	600
PIK3CB	76
PIK3CD	61
PIK3CG	56
PIK3IP1	17
PIK3R1	269
PIK3R2	53
PIK3R3	60
PIK3R4	15
PIK3R5	12
PIK3R6	2
PIKFYVE	18
PILRA	0
PILRB	1
PIM1	197
PIM2	53
PIM3	36
PIMREG	3
PIN1	394
PIN4	7
PINK1	153
PINLYP	0
PINX1	48
PIP	600
PIP4K2A	13
PIP4K2B	8
PIP4K2C	4
PIP4P1	0
PIP4P2	0
PIP5K1A	11
PIP5K1B	3
PIP5K1C	7
PIP5KL1	2
PIPOX	9
PIR	161
PIRT	5
PISD	5
PITHD1	1
PITPNA	6
PITPNB	0
PITPNC1	5
PITPNM1	1
PITPNM2	0
PITPNM3	13
PITRM1	1
PITX1	45
PITX2	91
PITX3	6
PIWIL1	52
PIWIL2	69
PIWIL3	9
PIWIL4	20
PJA1	4
PJA2	6
PJVK	1
PKD1	129
PKD1L1	2
PKD1L2	2
PKD1L3	0
PKD2	47
PKD2L1	1
PKD2L2	0
PKDCC	0
PKDREJ	0
PKHD1	22
PKHD1L1	5
PKIA	3
PKIB	9
PKIG	0
PKLR	24
PKM	135
PKMYT1	30
PKN1	20
PKN2	15
PKN3	9
PKNOX1	4
PKNOX2	2
PKP1	16
PKP2	17
PKP3	20
PKP4	2
PLA1A	2
PLA2G1B	10
PLA2G2A	43
PLA2G2C	0
PLA2G2D	4
PLA2G2E	0
PLA2G2F	3
PLA2G3	7
PLA2G4A	19
PLA2G4B	2
PLA2G4C	5
PLA2G4D	2
PLA2G4E	1
PLA2G4F	1
PLA2G5	4
PLA2G6	6
PLA2G7	20
PLA2G10	4
PLA2G12A	2
PLA2G12B	1
PLA2G15	2
PLA2R1	19
PLAA	3
PLAAT1	0
PLAAT2	0
PLAAT3	0
PLAAT4	1
PLAAT5	0
PLAC1	46
PLAC8	26
PLAC8L1	0
PLAC9	1
PLAG1	47
PLAGL1	37
PLAGL2	28
PLAT	59
PLAU	154
PLAUR	67
PLB1	2
PLBD1	2
PLBD2	0
PLCB1	17
PLCB2	8
PLCB3	6
PLCB4	13
PLCD1	15
PLCD3	4
PLCD4	0
PLCE1	89
PLCG1	33
PLCG2	25
PLCH1	3
PLCH2	1
PLCL1	5
PLCL2	3
PLCXD1	2
PLCXD2	0
PLCXD3	1
PLCZ1	0
PLD1	95
PLD2	87
PLD3	3
PLD4	1
PLD5	2
PLD6	3
PLEC	14
PLEK	8
PLEK2	11
PLEKHA1	0
PLEKHA2	1
PLEKHA3	0
PLEKHA4	0
PLEKHA5	2
PLEKHA6	2
PLEKHA7	11
PLEKHA8	2
PLEKHB1	1
PLEKHB2	2
PLEKHD1	0
PLEKHF1	3
PLEKHF2	2
PLEKHG1	2
PLEKHG2	1
PLEKHG3	0
PLEKHG4	0
PLEKHG4B	1
PLEKHG5	3
PLEKHG6	4
PLEKHG7	0
PLEKHH1	0
PLEKHH2	0
PLEKHH3	1
PLEKHJ1	0
PLEKHM1	6
PLEKHM2	2
PLEKHM3	1
PLEKHN1	2
PLEKHO1	7
PLEKHO2	0
PLEKHS1	10
PLET1	2
PLG	127
PLGLB1	0
PLGLB2	0
PLGRKT	1
PLIN1	11
PLIN2	28
PLIN3	7
PLIN4	3
PLIN5	5
PLK1	600
PLK2	71
PLK3	62
PLK4	120
PLK5	7
PLLP	4
PLN	235
PLOD1	19
PLOD2	56
PLOD3	20
PLP1	7
PLP2	20
PLPBP	0
PLPP1	2
PLPP2	1
PLPP3	2
PLPP4	2
PLPP5	1
PLPP6	0
PLPP7	0
PLPPR1	0
PLPPR2	0
PLPPR3	0
PLPPR4	0
PLPPR5	0
PLRG1	2
PLS1	4
PLS3	22
PLSCR1	18
PLSCR2	3
PLSCR3	0
PLSCR4	4
PLSCR5	0
PLTP	9
PLVAP	8
PLXDC1	6
PLXDC2	7
